id,title,date,content
206,Černé perly,čtvrtek 3. dubna 2014,"Příběhy o Ohňové Zemi dobře znáš
teď dvě černé perly v dlani máš
jak naše nevinná hebká srdce
obě jsou křehká, nesvírej je prudce..
Až bude ta ohňová místa míjet Tvoje loď,
kdybych tam nebyla, jednu si nech
a druhou za mě do moře hoď…"
207,Já?,středa 9. dubna 2014,"Kolem je tolik krásných žen
něžných a hebkých jako hladina
a každá druhá nevinná..
Proč právě já mám šém?

Když chceš, tak drž mě a já jedno vím –
jestli mne chceš, stůj za mnou jako lev.
Pro Tebe v žilách proudí moje horká krev
a svoji vášeň neředím…"
208,Zrání,sobota 5. dubna 2014,"Na stole hrnek chladnoucího čaje,
zachumlaná v županu
jak v hebkém kožíšku hranostaje,
sleduji oblohu… a čas jak měsíc zraje.

""Já vidím tady vyděděnce ráje,
a usmívám se, jabka nožem kráje,
ať nasušená stanou se nám čajem.
Ne čas, to my, má drahá, zrajem.""

I když jsem, drahý, zralá žena
ráda bych jablka šťavnatá, nesušená.
S časem se nesmířit, není hřích.
Občas si natrhám hrst malin nezralých…"
209,Krabice snů,čtvrtek 3. dubna 2014,"Chtěla bych znovu otevřít Tvou krabici snů
natrhat ze stromu plnou hrst třešní zralých
Chci abys se mnou mohl být svůj
a Tvou fotku kluka, když jsi byl ještě malý"
210,Napořád,pátek 18. dubna 2014,"Obtáhni dlaní kontury mých zad,
prsty rozehraj mé tělo jako pikolu,
ten pocit do mé kůže vepiš napořád,
jako se vryje monogram do kůry topolu…"
211,Nástup noci,sobota 12. dubna 2014,"Noc už sem vstupuje, neklepá,
v majáku zažehl strážce svíci,
na hladině obraz hvězd větru se neleká
a naděje je tak vzrušující…

Nechte si do snů svítit oblohu
tu černou lampu plnou souhvězdí.
Nic lepšího dnes popřát nemohu,
než cinkající hvězdy pro štěstí."
212,Pevný bod,středa 2. dubna 2014,"Když nebe rozetnou blesky, až oči mhouřím,
když mám strach, že se utopím,
buď pro mne majákem v bouřích,
v oceánu světa buď pevným bodem a já budu Tvým.."
213,Pihy,úterý 29. dubna 2014,"V zahradě se vrba v něžných vodopádech
větví orosené trávy dotýká
dnes v souhvězdí drobných pih na Tvých zádech
chci všechny hvězdy spočítat..

Na hladině mého srdce
proplouváš… oči zavírám…
Drž mne pevně, miluj mne prudce.
Bez Tebe… denně umírám…."
214,Před Novým rokem,úterý 8. dubna 2014,"Za stolem usrkávám černou kávu,
nahlížím přitom do rukávu,
zda najdu nějaké verše na večer,
dřív, než starý rok uteče…

Zamíchám souhvězdí triedrem
v nebi od Mléčné dráhy zešedlém.
V té sedlině snad poznám, co mě čeká,
v  jakých se letos budu brodit řekách…"
215,Probuzení,neděle 6. dubna 2014,"Trocha sladkých slov k večeři
šeptaných zpod kanafasu,
ráno, než slunce nebe rozčeří,
Tvé prsty zabořené do mých vlasů…"
216,Šeptem,čtvrtek 10. dubna 2014,"Hvězdy si šeptají,
že na okno kreslím Tvoje jméno…
malíčkem.. zlehka, potají…
Do rána bude pláčem oroseno…"
217,Slabiny,pondělí 14. dubna 2014,"Známe své slabé stránky
V noci je dnes špetka mystiky
Políbím něžně Tvoje spánky
Spolykám tiché výkřiky…

Znám Tvoje slabé stránky
Znáš dobře mé, a to zcela..
Jak starou věštbu od cikánky
tuším, vím – víc, než bych chtěla…

Pošeptám svá slova do tmy potichu..
pokoj jen mlčí.. a mně není do smíchu…"
218,Vana,středa 2. dubna 2014,"Do vany přitoč horkou vodu
tak, jak to mám ráda
Prádlo si nesvléknu, vždyť daleko je k brodu,
zatím Ti zlehka poškrabkám záda.."
219,Večerní déšť,úterý 29. dubna 2014,"Vzduchem voní pokosená tráva,
padá rosa, první hvězda mává,
do sklenky na hladinu vína
z Tvých očí září světlo, které nezhasíná..

Vlaštovky protnou křídly mraky,
nastane večer – nebude ledajaký.
Hvězdy budou pršet jak květy leknínů
milenkám do dlaní a do klínů…"
220,Vítr,středa 9. dubna 2014,"Venku se zvedl vítr
učesal stromům větve jako vlasy
pár třpytivých něžných vloček
sneslo se na moje řasy…."
221,Voňavé sny,středa 2. dubna 2014,"Pod peřinou chyť moji dlaň
a já se zase vzchopím,
přeskáču propast jako laň
v Mléčné dráze už se neutopím.

Pak něžně rozpleteš mi cop,
za víčky Paegas skáče přes příkop,

na hřbetě nůši snů nese do dálek
barevných snů… s vůní fialek"
222,Trochu jarní,sobota 29. července 2023,"Pampelišky v trávě rozsypané
kávu míchám Tvou oblíbenou lžičkou
mraky na obloze roztrhané
jako Tvé staré tričko…"
223,Chuť...,sobota 3. května 2014,"Někdy se dotknu Tvých tajemství,
o kterých nikdy nemluvíš.
Potom už celou noc jen mží,
sypeš mi do ran sůl.. jen Ty smíš.

Někdy po hádce jak ze zbořených měst
zbude tu v tichu jenom suť,
přesto pro mne radost i bolest
mají s Tebou stejnou chuť…"
224,Hvězdy,neděle 4. května 2014,"Hvězdy shlížejí z oblohy temné,
s údery srdce se Ti vzdaluji
a ony jako by se dotýkaly země.
Ať nebe nechá si své hvězdy, chci jen Tebe..
I když jsou jasné jako ty, které malují
děti na papírové nebe…"
225,Komodor,neděle 18. května 2014,"Ručička hodin dotkla se půlnoci,
na obloze visí milion čtvrťáků,
milion světel zářících do noci,
jak v moři vesmíru tajemných majáků,

ve kterých strážce zažehl svíci
a ony teď blikají nad obzorem.
V lásce jsme věční začátečníci.
Má loď pluje za Tebou. Buď komodorem."
226,Magie slov,úterý 20. května 2014,"Jsi kouzelník a cestou na ostrov,

kde večerní mraky jsou plné zvláštních tvarů,

ztratím se v magii Tvých tichých slov,

jen zavřu oči a Ty… čaruj…"
227,Mezi poli,sobota 10. května 2014,"Do tváře mne občas šlehne hříva
okolo uší vítr zpívá
z polí se line vůně sladká
lány se vlní jako hebká látka
a srdce hrozí vyskočit mi z hrudi
stejně ho v hrudi často studí
změní se v racka pod nebem
pod přímým sluncem tolik nezebe

zakrouží nad hlavou a přistane Ti na rameni
k nohám upustí Ti vzkaz a křikne na znamení
Pochopíš, Tvá dlaň mé srdce obejme
Tiskni je pevně.. spoutej mne.."
228,Osudy,neděle 18. května 2014,"Když naděje jsou malé
když v tenké košili jdem do bitvy
když dny jsou okoralé
modlitbu šeptám rozbitými rty

Tak procházíme pouští
hledáme marně návěstí
nejvíce osudy nás zkouší
ve štěstí a ve společné bolesti"
229,Příchuť,čtvrtek 29. května 2014,"Červené víno s příchutí nočního deště,
s hořkou příchutí stýskání.
Dotýkej se mě, prosím, ještě
a líbej polibky, jež jinde nejsou k dostání.."
230,Proč..,neděle 4. května 2014,"Je snadné pohrdat a dělat soudy..
Někdy je člověk strašně sám,
unášen neznámými proudy,
náhle je jiný, než se zná…

Kdo hříšní jsou jak já, snad vědí.
Navždy se bude každé noci zdát..
Na některé otázky nejsou odpovědi.
Některé skutky nelze odestát…"
231,Šehrezáda,neděle 25. května 2014,"Chtěla bych být vypravěčkou pohádek
jak Šehrezáda náruč plnou zázraků
a namísto tužkou do řádek
příběhy kreslit prsty do mraků

Dát život našim snům, cítit tříšť z mořské pěny
až noci uplyne sotva půl
Ty budeš  příběhem zcela polapený
já přeruším vyprávění..
a z Tvojí kůže slížu sůl…"
232,Slova...,sobota 17. května 2014,"Do snění zní mi sladká slova.
Říkám si je tam a potom pozpátku,
co chci, si za ta slova schovám…
""Miluji Tě od prvopočátku…"""
233,Smutek,sobota 3. května 2014,"Někdy mám pocit, že s Tebou stojím mimo čas.
Něco se hýbe.. něco se bortí v nás,
mezi námi hradba ze studených skel
a smutek nespěchá, aby odešel…"
234,Sny,čtvrtek 8. května 2014,"Kam ztrácejí se naše sny a přání?
Jenom se skryjí za obzorem.
Někdy je zahlédnem v paprscích slunka za svítání,
září tam v dálce, zalykají se vzdorem,
že jsme je opustili, když jejich plamen jasně plál
a my mohli v rukou sevřít svůj svatý grál..

Pak slitují se, samy se vynoří, kdo chce, je chytí
jak lesklé ryby rybář do svých sítí…"
235,Stojaté vody,pondělí 26. května 2014,"Pomalu počítám prsty dnů
topím se ve stojatých vodách
někdy nad sebou lámu hůl
někdy si říkám: ""Ono se to poddá.""

Jakoby na mne zapomněly aorty řek
jen sedět na břehu a máchat nohy smím…
Ty nové nestojí o pláč básnířek
však do stejné řeky nechci – nevstoupím

Staré či nové.. beztak nechytím ani mřenku
a štěstí nedává navštívenku.."
236,V zahradě,sobota 31. května 2014,"Zavřené oči… v kvetoucí zahradě voní květy,
čekám tu na Tebe a šeptám Tvoje jméno.
Poznám Tě poslepu – znám Tě od nepaměti.
Chtěla bych, Lásko, stát se Tvou ženou.

Jednou se naše světy prolnou;
já už teď věřím, že se neminou…
A letadla letí po nebi za clonou,
jak ryby těsně pod stříbřitou hladinou…"
237,Výlet s panem Nohavicou,sobota 10. května 2014,"Bereš mě, milý čaroději, zase

na výlet v mém nitru a v čase…
Nechám se ráda unášet
na vlnách Tvých strun do mých nácti let.

Večerní loukou jednorožec cválá,

zas je tu rybník, když jsem byla malá,

na hladině vidím popelavou čírku

a rybář chytá hvězdy do vezírku.

Na vodě vážky dovádí jak víly

a jejich obraz v měsíčním svitu černobílý

v zrcadle občas ruší jenom úsměv ryb,

matně si vzpomínám na svým snům daný slib.

Přemýšlím, kolik osudů z Tvých písní,

kolik těch příběhů jsi jenom vysnil,
které z nich nikdo nezažije..

zasel jsi kdysi do mého srdce semínka poezie.

Každý den Tvoje básně žijem,
každý den říkám si: Carpe diem.
Občas ty písně zazpívám a ukloním se jemně..
Tys pro mě básník téhle krásné země."
238,Chvíle,úterý 3. června 2014,"Do některých chvil se nořit jako do peřin,
znovu a zase s nimi usínat a ráno vstávat.
Třeba do té, kdy s Tebou večeřím
a ještě vůbec nemyslíme na náš návrat.

Noční tmou ohňostroj hvězd srší,
nespím… Tvá paže okolo mého boku…
V zahradě na květy tiše prší..
Chtěla bych zůstat tak ještě tisíc roků…"
239,Klobouk,sobota 14. června 2014,"Na stropě v modrém pokoji
počítám ovečky, čekám na beránka,
měsíc se venku topí v závoji
rozpitý na nebi jak bílá kaňka

a proužek světla sklem dveří v předsíni
proniká a s ním sem vchází noční svět
můj starý klobouk na skříni
vzal na sebe tíhu let…"
240,Krátká košilka,neděle 15. června 2014,"Někdy si sním, když vzduch je plný
chvění, za víčky vidím elegantní klipr,
jak s grácií lehce krájí vlny
a čechrá mořskou hladinu i vítr

ta plachetnice vonící po čaji a vanilce..
Námořníkům se o ní zdává k ránu
o tanečnici v krátké košilce –
kouzelné královně oceánů…"
241,Obrázek,neděle 1. června 2014,"Až slunce nebude mít sílu,
až spolu zbudeme si pro sebe
v jednom maličkém bodě našeho světadílu,
už nikdy nebudu chtít být bez Tebe.

Do noci budeme si vyprávět, než nám dojde dech,
příběhy našich životů a klást si moře otázek…
Pak udělá se mlha na okenních sklech,
a já do ní nakreslím pro Tebe obrázek…"
242,Plachetnice,středa 25. června 2014,"Na klidné moře vypluly bílé plachetnice,
jsou jako v umyvadle plném ořechových skořápek
a jejich stěžně září v slunci jako svíce,
jak voda na mé kůži roztříštěná do kapek…"
243,Přijdu,pondělí 23. června 2014,"Pokorná a k smrti vysílená
před Tebou, Lásko, padnu na kolena,
zbavená všech vydobytých postů,
ztracená v ranním zpěvu skřivánčím,
přijdu k Tobě po dlouhém mostu,
po mostu, na němž se netančí…"
244,Skok II,sobota 14. června 2014,"20.11.2012
Jsem. Snáším se k zemi. Jsem sněhová vločka.
Ze všech sil volám, ať ohlédne se, počká.
Prochází mnou jako stínem a neví. O něm jsem snila.
Rozpouštím se v kaluži špíny jak malá mořská víla.

14.6.2014
Jsem. Snáším se k zemi. Jsem sněhová vločka.
Barevná vločka pokrytá pylem po babočkách
jejichž křídla jsem zlehka oprášila a teď tu tančím jako víla.
Je tady on – moje vše, o čem jsem tajně snila."
245,Slůvka,čtvrtek 12. června 2014,"Počítám hladké barevné oblázky,
které jsi chladil ve svých dlaních,
hebkými rty horkými od lásky
do uší šeptám Ti, když se bráním,

že některá slůvka, která říkám plaše,
zůstanou navždy jenom naše…"
246,Stopy,čtvrtek 12. června 2014,"Mezi lesklými korálky písku
posbírej pár něžných kamínků,
moře pak vlije vlny do otisků,
mně oblázky vtisknou jak polibek vzpomínku…

A kdybych snad přece jen jednou zapomenout měla,
rozházím oblázky do trávy.. zahladím stopy zcela…"
247,Tajuplný,sobota 14. června 2014,"Dnes jenom já a malá noční káva.,
když květy lotosů jsou bělejší než vlny
a nebe rudé jako žhavá láva,
večer se zdá být tajuplný…"
248,Taneční,pondělí 30. června 2014,"Na střechy padá déšť a odměřuje čas
a slunce zatím tančí v nás,
září a hřeje jako na poušti,
tma uvnitř mne se rozpouští…
Večer se rozsvítí pouliční lampy
a naše srdce tlučou v rytmu samby…"
249,U knížky,neděle 1. června 2014,"V očích máš dálku.
Dívám se, jak si čteš.. smím?
Přitom máš celý svět v čajovém šálku…
můj Malý princ s velkými sny"
250,V nesnázích,pátek 6. června 2014,"Na nebi září Orion jak umyvadlo plné vody
a touha můj dům tiše obchází.
Okny i zdmi vysílá svoje tajné kódy,
se sklenkou vína jsem tu sama – v nesnázích.

Měsíce zář pro jednou si vypůjčím,
on jako poutník nad střechou se přesune,
na cestu za Tebou se vydám s ním
a potom už jen… sbohem, rozume."
251,Chodník,pondělí 28. července 2014,"Za Tebou vede chodník křivolaký
– je třeba zdolat velké vlny, rukama roztrhat mraky,
tisíckrát klopýtnout a párkrát pohnout skálou,
když získat chci Tvou lásku stálou…"
252,Naděje...,neděle 13. července 2014,"Sny proplouvají koridorem slov
Na jeho konci se ztrácejí
Za ničivých záblesků hypernov
spěchají pohřbít naději

Naději prchavou jak mořská pěna
vzdorovitou jak srdce rebelů
plachou jak srna poraněná
naději, kterou marně hledám v přítmí kostelů"
253,Noční,čtvrtek 31. července 2014,"Noc kreslí na stěnu tajemné siluety,
tma z černého saténu, déšť ťuká na parapety,
jak paličky na strunách něžné tóny zní.
Tak si tu po nocích často sama sním.
Oči mám od deště zamžené
a srdce… rozčepýřené"
254,Odstíny,středa 30. července 2014,"Neslyšně tma vtančila přes dvorky
každou noc odstíny má nové
dnes je jak hladká šíje kreolky
a ráno bude karmínové"
255,Pláč,pátek 11. července 2014,"Jakoby se zastavil čas…
stále jen na něco čekám.
Slzy se třpytí ve dvou řadách řas.
Můj pláč je ponorná řeka…"
256,Po dešti,čtvrtek 3. července 2014,"V zahradě tiché stromy
a za zahradou potemnělé město.
Noční déšť střechy omyl,
s nimi pár veršů poztrácených cestou…"
257,Ráno,čtvrtek 17. července 2014,"Když ráno se slunce odlepí od obzoru,
trávím čas zkoumáním vzorů
tvořených paprsky na pokožce Tvých zad.
Obrázky zmizí, ale mé polibky, prosím, nesmývat…"
258,Saudade,středa 9. července 2014,"Do mého srdce projel jsi magistrálou,
vzal jsi je prudkou ztečí.
Když svlékal jsi poslední slupku okoralou,
bylo už pozdě brát do zaječích…

Teď dívám se do Tvého nitra –
do výkladní skříně – s věčným hladem,
s touhou a nadějí, co stane se snad zítra,
s darem či prokletím, které zvou – saudade…

Tvá duše žíznivá jak zem sežehlá sluncem,
něžná a křehká a plná vůní světa,
jak zlatý poklad v čínské džunce,
jak raněný pták, jenž padá a zase k mrakům vzlétá…

Tvá duše září ze Tvých oči zvláštním leskem,
má příchuť snů, které se k ránu v Tobě rodí,
Tvá bolavá duše protkávaná steskem,
steskem tajemným jako v mlze přídě lodí…."
